block,task_id,family,n,comparator,budget,field,log_ratio,absolute_r_difference,rank_r,baseline_r,matched_seed_pairs
0,test_er_100_02,er,100,selected_regression,96,best_r,0.008010703679219031,0.0025833333333333355,0.3217708333333333,0.3191875,6
0,test_er_100_03,er,100,selected_regression,96,best_r,0.008307982627656923,0.0026166666666666747,0.3128458333333333,0.3102291666666666,6
0,test_er_100_04,er,100,selected_regression,96,best_r,0.0013116712611720217,0.0004125000000000008,0.32059166666666666,0.3201791666666667,6
0,test_er_100_05,er,100,selected_regression,96,best_r,0.004539054620158598,0.0014458333333333313,0.3187125,0.3172666666666667,6
0,test_er_100_06,er,100,selected_regression,96,best_r,0.009004614517048112,0.0029208333333333447,0.3270541666666667,0.32413333333333333,6
0,test_er_100_07,er,100,selected_regression,96,best_r,0.007724214189935532,0.002558333333333329,0.3319833333333333,0.329425,6
0,test_er_50_00,er,50,selected_regression,96,best_r,0.009127144358423545,0.0031333333333333213,0.34408333333333335,0.34095000000000003,6
0,test_er_50_01,er,50,selected_regression,96,best_r,-0.0007433705634594858,-0.0002666666666666743,0.3391166666666667,0.33938333333333337,6
0,test_er_50_02,er,50,selected_regression,96,best_r,0.0009984317126327062,0.0003333333333333244,0.34725,0.3469166666666667,6
0,test_er_50_03,er,50,selected_regression,96,best_r,0.00556601573803141,0.0018833333333333295,0.3372833333333333,0.3354,6
0,test_er_50_04,er,50,selected_regression,96,best_r,-0.005208201018915036,-0.0017666666666666757,0.33368333333333333,0.33545,6
0,test_er_50_05,er,50,selected_regression,96,best_r,0.0037372641372843004,0.0013166666666666698,0.35205000000000003,0.35073333333333334,6
0,test_er_50_06,er,50,selected_regression,96,best_r,0.005096521071140454,0.0017000000000000164,0.33440000000000003,0.33269999999999994,6
0,test_er_50_07,er,50,selected_regression,96,best_r,-0.004741638556310214,-0.0015833333333333348,0.3335666666666666,0.33515,6
1,test_ba_100_00,ba,100,selected_regression,96,best_r,0.029822672840527947,0.007616666666666679,0.25887499999999997,0.25125833333333336,6
1,test_ba_100_01,ba,100,selected_regression,96,best_r,0.027290063767783687,0.00642500000000001,0.23837916666666667,0.23195416666666666,6
1,test_ba_100_02,ba,100,selected_regression,96,best_r,0.017898251241019642,0.004491666666666658,0.2541125,0.24962083333333332,6
1,test_ba_100_03,ba,100,selected_regression,96,best_r,0.012397746687937644,0.0030916666666666683,0.2524875,0.2493958333333333,6
1,test_ba_100_04,ba,100,selected_regression,96,best_r,0.027322397017517968,0.0065041666666666624,0.24115833333333334,0.2346541666666667,6
1,test_ba_100_05,ba,100,selected_regression,96,best_r,0.02106106774974788,0.004945833333333334,0.23469583333333333,0.22975,6
1,test_ba_100_06,ba,100,selected_regression,96,best_r,-0.0004354197948980351,-0.0001333333333333464,0.2574166666666666,0.25755,6
1,test_ba_100_07,ba,100,selected_regression,96,best_r,0.004676747257689321,0.0012208333333333283,0.2662291666666667,0.26500833333333335,6
1,test_ba_50_00,ba,50,selected_regression,96,best_r,0.006407028363048812,0.0016333333333333339,0.25898333333333334,0.25735,6
1,test_ba_50_01,ba,50,selected_regression,96,best_r,0.014028139518782614,0.004116666666666667,0.2956666666666667,0.29155,6
1,test_ba_50_02,ba,50,selected_regression,96,best_r,0.011370010800059366,0.0030666666666666806,0.26795,0.2648833333333333,6
1,test_ba_50_03,ba,50,selected_regression,96,best_r,0.023637645760993753,0.006433333333333319,0.27535,0.2689166666666667,6
1,test_ba_50_04,ba,50,selected_regression,96,best_r,0.045615372616729856,0.011166666666666677,0.25028333333333336,0.23911666666666667,6
1,test_ba_50_05,ba,50,selected_regression,96,best_r,0.005031792410876953,0.001366666666666655,0.2755666666666666,0.27420000000000005,6
1,test_ba_50_06,ba,50,selected_regression,96,best_r,-0.002430379352241546,-0.0007333333333333358,0.3084333333333333,0.30916666666666665,6
1,test_ba_50_07,ba,50,selected_regression,96,best_r,0.01229737711055779,0.003166666666666665,0.2581833333333334,0.25501666666666667,6
1,test_er_100_00,er,100,selected_regression,96,best_r,0.0031910727645821074,0.0010333333333333306,0.3278666666666667,0.3268333333333333,6
1,test_er_100_01,er,100,selected_regression,96,best_r,0.007566051995277447,0.0025625000000000044,0.33948333333333336,0.33692083333333334,6
1,test_er_100_02,er,100,selected_regression,96,best_r,0.004321813061690624,0.0014083333333333077,0.32600416666666665,0.32459583333333336,6
1,test_er_100_03,er,100,selected_regression,96,best_r,0.0027281424962605516,0.0008666666666666637,0.32169583333333335,0.3208291666666666,6
1,test_er_100_04,er,100,selected_regression,96,best_r,0.0014321519678777584,0.00045833333333333837,0.32019166666666665,0.31973333333333337,6
1,test_er_100_05,er,100,selected_regression,96,best_r,-0.0005954087433995668,-0.0002041666666666627,0.321325,0.3215291666666667,6
1,test_er_100_06,er,100,selected_regression,96,best_r,-0.002613071756848155,-0.0008583333333333129,0.324875,0.3257333333333334,6
1,test_er_100_07,er,100,selected_regression,96,best_r,0.008562905794870304,0.00274166666666667,0.3215208333333333,0.31877916666666667,6
1,test_er_50_00,er,50,selected_regression,96,best_r,-0.002611662318864142,-0.0008499999999999989,0.33231666666666665,0.33316666666666667,6
1,test_er_50_01,er,50,selected_regression,96,best_r,0.005266546604036376,0.001833333333333335,0.3487,0.34686666666666666,6
1,test_er_50_02,er,50,selected_regression,96,best_r,0.006506584306916183,0.002166666666666659,0.33421666666666666,0.33205,6
1,test_er_50_03,er,50,selected_regression,96,best_r,0.004522247171395414,0.0015333333333333403,0.3393166666666667,0.3377833333333333,6
1,test_er_50_04,er,50,selected_regression,96,best_r,0.0028560627099102533,0.0009999999999999916,0.3522666666666667,0.35126666666666667,6
1,test_er_50_05,er,50,selected_regression,96,best_r,-0.009670058833606247,-0.003216666666666664,0.3307333333333334,0.33395,6
